"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 12m","Spotify Followers Total","Spotify Streams 12m","Spotify Streams Total","Spotify Monthly Listeners 12m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 12m","YouTube Subscribers Total","YouTube Views 12m","YouTube Views Total","YouTube Likes 12m","YouTube Likes Total","Social Rank","TikTok Followers 12m","TikTok Followers Total","TikTok Likes 12m","TikTok Views 12m","Instagram Followers 12m","Instagram Followers Total","Instagram Likes 12m","Facebook Followers 12m","Facebook Followers Total","Deezer Fans 12m","Deezer Fans Total","SoundCloud Followers 12m","SoundCloud Followers Total","SoundCloud Plays 12m","Shazam Shazams 12m","Radio Airplay Rank","Radio Airplay Spins 12m","Radio Airplay Countries with Spins 12m","Radio Airplay Stations with Spins 12m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 12m","Beatport Track Performance Points Total"
"1","Tiësto","Netherlands","Electronic","Warner Music Group, Big Indie Labels, Sony Music Entertainment, Universal Music Group","299","159","449248","8240257","1897072504","17910483663","-3096171","34527323","392099768","555","210000","7170000","360883710","6085537246","1705979","40401281","635","97290","1247424","474169","3370850","354614","7906233","3708557","-72236","17894270","96261","4064772","32847","2067886","13570588","258379","168","1118794","138","6128","42","1347","300","38395","12593.37594781214","114077.04354789572"
"2","Armin Van Buuren","Netherlands","Electronic","Big Indie Labels, Sony Music Entertainment, Universal Music Group, Warner Music Group","757","862","105468","4633102","875802871","8161323553","-1839339","14042635","118019573","1124","180000","6110000","233540556","3743336775","1577335","31335001","1501","371203","2375607","7119514","28475204","184272","4952589","4801430","-29921","9380101","70195","1911144","31255","1189077","12333049","123284","210","979537","126","5041","119","3121","534","38090","11831.026633658143","88265.38359455456"
"3","DJ Dime","United States","Electronic","N/A","2979","185149","105","1319","609953","1970095","-15772","11939","260377","1064","1210000","1410000","23513733","53625812","57667","454131","69026","-206","23670","100","344","84974","130968","177","-13","1105","3","32","-16","7232","48101","8","171073","275","3","4","41798","34","0","0","17.243600565869937","18.11160528855052"
"4","Robert Miles","United Kingdom","Electronic","Big Indie Labels, Sony Music Entertainment, Universal Music Group, Warner Music Group","3729","2077","70252","322160","210613904","1058999914","1423236","7665043","72754325","5378","68000","685000","58488296","507365537","525017","3467043","N/A","N/A","N/A","N/A","N/A","1208","5432","331","-883","84546","7041","70506","-9","9570","412","65388","975","327538","123","5173","1419","137","13","2535","218.02199945021275","10053.153622440248"
"5","Paul van Dyk","Germany","Electronic","Big Indie Labels, Universal Music Group, Warner Music Group","3872","7948","38438","513745","177334062","626816209","-140444","1779366","18176540","5362","30000","1700000","62121326","811114501","274362","4375229","4972","17926","111580","171806","460601","44606","643890","472928","12221","3483721","6824","451676","5804","174057","1016704","24432","2157","160498","100","2293","1554","771","108","3651","1640.6017656366364","8908.4018690497"
"6","Dash Berlin","Netherlands","Electronic","Big Indie Labels, Universal Music Group","3894","3332","23878","599754","170998185","1083452378","592568","5583335","34732190","12051","15000","875000","15419200","167029514","103497","1546722","10714","5782","11224","27458","1831170","-5600","462018","9163","-59854","3155228","4373","443108","1912","429758","1106617","15561","4305","75835","74","967","4443","835","98","6687","186.05026012300948","7276.07709185364"
"7","ATB","Germany","Electronic","Big Indie Labels, Universal Music Group","4048","2172","48680","477953","205683991","1669968951","-387299","5698271","77043432","5483","36000","485000","46140042","908940006","236014","5201904","18785","8754","36704","14069","177746","4054","182834","45139","-16437","1412332","7629","316331","3913","42145","986367","53785","958","331569","109","3796","2475","659","26","1444","341.0192547016726","6759.455450882864"
"8","Hypaton","Italy","Electronic","Warner Music Group, Big Indie Labels, Sony Music Entertainment, Universal Music Group, BMG","5158","2213","22513","114079","216562721","566274868","2808823","6681476","104764546","53408","3400","14000","1632324","1778560","9722","14934","11468","42144","264443","1062578","16429729","0","294192","0","960","6976","8395","11431","1674","13680","643026","36700","7842","35281","72","599","273","32","18","1875","2397.1261678248366","11676.595066944867"
"9","Above & Beyond","United Kingdom","Electronic","Big Indie Labels, Universal Music Group, Warner Music Group","5509","7170","40158","874495","149945393","1466430533","-400710","2067399","31670230","8224","80000","1320000","23085021","493572081","224993","4949635","7407","26618","316640","141994","1067133","19975","671172","363237","-31286","2354315","6000","303547","10568","537599","3640067","18306","2884","117112","86","1130","915","991","223","12812","1730.88297579031","31457.10746675642"
"10","Marlon Hoffstadt a.k.a DJ Daddy Trance","Germany","Electronic","Big Indie Labels, Sony Music Entertainment, Universal Music Group, Warner Music Group","5797","3348","60630","207326","170970340","428643097","1958970","6213820","86936888","26694","17200","37100","7655683","18828949","67329","185300","4537","55721","198528","1898777","5914983","100109","398164","1383668","N/A","N/A","3729","11920","39916","226156","11900197","30687","8187","35547","66","548","99","237","47","4974","17697.256156410735","40115.275075337566"
"11","Darude","Finland","Electronic","Big Indie Labels, Warner Music Group","6474","3569","47512","285800","112715454","752739567","457150","4670862","35973795","10607","22000","541000","20778132","487701035","192648","4536049","48227","3926","10110","17676","412434","18087","81690","20846","2194","116908","6305","52612","2770","41805","1762802","23318","3005","113015","104","2679","22662","98","8","295","48.236702611423475","497.00950791167327"
"12","Safri Duo","Denmark","Electronic","Universal Music Group, Sony Music Entertainment, Big Indie Labels","6755","4135","42924","214465","121806667","558198505","-464987","4058780","30749843","14211","-3","195","26062414","220061142","156026","1409277","2265","225949","515506","2294562","18537310","627940","1039782","1166942","384790","417190","3278","27643","N/A","N/A","N/A","53393","2037","166877","95","3062","2948","35","6","226","218.22148876609648","1607.1167063513851"
"13","Gareth Emery","United States","Electronic","Big Indie Labels","7537","9724","16821","353911","110941557","787752075","185857","1640315","15096364","10217","33000","544000","35179734","391478590","202853","2925925","13030","N/A","N/A","N/A","N/A","33173","433496","24856","40526","1306396","2933","166685","2084","181416","821564","12156","4468","72220","78","665","2776","681","153","6316","389.32056979170244","10814.376811807279"
"14","Cosmic Gate","Germany","Electronic","Big Indie Labels, Universal Music Group","9318","12421","24619","312800","53277530","692815017","62943","1250259","15372018","10852","32000","407000","33468506","271444871","202518","2278196","15269","9302","25483","93556","474365","10740","281929","278947","-3369","806844","3458","60906","5395","149307","1080350","17083","4972","64585","77","952","2345","788","128","5069","757.8957750408315","11481.544765083681"
"15","Delerium","Canada","Electronic","Big Indie Labels, Universal Music Group, Warner Music Group","9696","5406","25026","135300","131714856","524843014","1561279","3402744","33185654","31538","7000","59700","3073043","51181718","25705","283035","109555","N/A","N/A","N/A","N/A","286","2805","10","-847","73093","1407","20246","533","2603","383629","32173","2950","114728","99","1811","690","881","21","1651","1626.8645264851843","12176.72167474439"
"16","Omiki","Israel","Electronic","Big Indie Labels","10752","13955","44241","157464","54506907","166791214","230066","1194884","12119497","13328","53000","324000","24651837","204450048","178792","1279999","27978","9879","14216","101081","916231","55759","186286","40279","13398","256497","3042","13252","6609","86151","984285","17870","38580","4486","42","136","816","130","79","5653","5553.367929507289","6247.938329183653"
"17","Ferry Corsten","Netherlands","Electronic","Big Indie Labels, Universal Music Group","11004","11437","13454","296855","48377189","427629163","83238","1448936","21207585","22090","10000","220000","5432356","124050965","54029","1119482","12150","6988","13692","69594","403630","13186","303630","98101","-7165","1132679","2771","132787","4119","182438","1446835","8423","4585","70202","86","980","955","1265","168","6637","3089.934731693297","18291.96200373078"
"18","Infected Mushroom","Israel","Electronic","Big Indie Labels","11486","12981","37884","811326","50357783","675881271","-82352","788185","8169693","12850","27000","319000","9544679","356014856","101400","2863412","16142","1957","95933","7960","85983","12430","242007","68200","-16781","1326976","6553","244015","6218","281542","1510519","5592","22657","9036","42","247","11768","389","73","2054","99.67194479257985","628.0374863147151"
"19","Claudinho Brasil","Brazil","Electronic","Universal Music Group, Big Indie Labels","11651","22397","86247","170268","46115973","110760467","181240","622296","2572018","26685","8900","106000","7796161","29842607","95611","508745","4736","326228","564026","7737694","10806937","581501","1285729","556542","149072","372414","5621","29904","6712","83063","857121","4022","123912","564","11","22","19785","58","5","216","72.2284397761599","137.1052303817228"
"20","U96","Germany","Electronic","Big Indie Labels","11710","8479","22188","98409","94035281","207665714","1405844","2588020","6950582","30344","100","1980","9785469","52410102","127258","453632","160793","1","75","4","53","429","2921","1230","69","7158","1494","10491","1037","4879","1833368","33547","2688","127200","81","1663","5252","178","2","88","56.046059802931055","1038.0090202325825"
"21","Chicane","United Kingdom","Electronic","Big Indie Labels, Universal Music Group","11778","8156","26118","211821","91285564","519458289","93067","2092242","17552818","22918","7000","75500","8360710","139597464","65021","852854","50009","N/A","N/A","N/A","N/A","12082","49234","6720","9242","228359","2645","39928","2399","29503","1156087","12003","2567","132638","103","2381","1918","780","56","1968","962.3902685613153","7108.975547109864"
"22","Sharon Den Adel","Netherlands","Metal","Big Indie Labels","11849","7530","6367","33854","119911127","309488276","847579","2739546","9024630","11989","N/A","N/A","N/A","N/A","N/A","N/A","72165","N/A","N/A","N/A","N/A","1361","11420","251","-2720","195554","208","17194","N/A","N/A","N/A","34361","53519","2458","25","58","1119","53","7","433","2081.3970726964767","5124.198801965575"
"23","Mandragora","Mexico","Electronic","Big Indie Labels","11909","13411","24320","419960","44790652","440688634","-113092","930904","4590380","12713","15000","798000","24117798","375982516","247128","6263129","28245","146","7170","-4274","0","713","209941","57641","-10288","447718","5529","89343","5828","353747","2028948","6235","50865","2775","21","63","1244","363","41","1469","2125.898317849459","4447.211984505107"
"24","Victor Marin","Romania","Electronic","N/A","12135","28659","98706","127276","3367","384853","-14","208","29757","88244","1229","1520","74712","1995","1386","42","13699","-24","21899","82","36143","87800","266713","2157","108482","146763","3805","6920","857","2652","483617","0","N/A","N/A","N/A","N/A","426","2694","0","0","9820.508912162322","9820.508912162322"
"25","Paul Oakenfold","United Kingdom","Electronic","Big Indie Labels, Warner Music Group, Universal Music Group, Sony Music Entertainment","13296","12419","22204","247407","47447007","368535391","-107691","1257174","17737627","29126","6500","81700","4387776","76051884","46049","615994","14373","0","5090","0","0","89859","766974","7804","-15910","1469155","1720","105286","4213","221907","982924","17217","9111","30670","93","898","2881","1035","98","2453","423.9797356216077","4645.632131644936"
"26","Markus Schulz","United States","Electronic","Big Indie Labels, Universal Music Group, Warner Music Group","13777","24037","5526","330740","15168178","239618813","-23648","481717","7047593","19658","8000","386000","6845816","158251485","53242","1511641","15024","2632","7672","15690","87138","4497","292587","175335","-18271","1105820","2228","143498","3930","182478","979148","2348","7991","36363","75","572","3298","1451","176","3904","569.2722592760443","8664.141912108562"
