"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1w","Spotify Followers Total","Spotify Streams 1w","Spotify Streams Total","Spotify Monthly Listeners 1w","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1w","YouTube Subscribers Total","YouTube Views 1w","YouTube Views Total","YouTube Likes 1w","YouTube Likes Total","Social Rank","TikTok Followers 1w","TikTok Followers Total","TikTok Likes 1w","TikTok Views 1w","Instagram Followers 1w","Instagram Followers Total","Instagram Likes 1w","Facebook Followers 1w","Facebook Followers Total","Deezer Fans 1w","Deezer Fans Total","SoundCloud Followers 1w","SoundCloud Followers Total","SoundCloud Plays 1w","Shazam Shazams 1w","Radio Airplay Rank","Radio Airplay Spins 1w","Radio Airplay Countries with Spins 1w","Radio Airplay Stations with Spins 1w","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1w","Beatport Track Performance Points Total"
"1","Tiësto","Netherlands","Electronic","Warner Music Group, Big Indie Labels, Sony Music Entertainment, Universal Music Group","299","159","11109","8240257","33611474","17910483663","-310934","34527323","392099768","555","0","7170000","7193252","6085537246","27899","40401281","635","126","1247424","767","0","4787","7906233","27744","-5462","17894270","1252","4064772","484","2067886","208791","20430","168","19684","115","2756","42","1347","300","38395","718.3145148408267","114077.04354789572"
"2","Armin Van Buuren","Netherlands","Electronic","Big Indie Labels, Sony Music Entertainment, Universal Music Group, Warner Music Group","757","862","4757","4633102","14282044","8161323553","51930","14042635","118019573","1124","0","6110000","4477356","3743336775","32911","31335001","1501","2397","2375607","72457","0","4690","4952589","39595","652","9380101","1174","1911144","520","1189077","231745","1449","210","17207","97","2161","119","3121","534","38090","1773.640398631423","88265.38359455456"
"3","DJ Dime","United States","Electronic","N/A","2979","185149","0","1319","5055","1970095","-977","11939","260377","1064","50000","1410000","343316","53625812","545","454131","69026","-1","23670","0","0","1019","130968","21","-1","1105","0","32","0","7232","19","0","171073","3","1","1","41798","34","0","0","15.749325046197992","18.11160528855052"
"4","Robert Miles","United Kingdom","Electronic","Big Indie Labels, Sony Music Entertainment, Universal Music Group, Warner Music Group","3729","2077","1613","322160","4509642","1058999914","85675","7665043","72754325","5378","1000","685000","1613131","507365537","15601","3467043","N/A","N/A","N/A","N/A","N/A","23","5432","20","0","84546","135","70506","0","9570","6","13","975","5586","86","1832","1419","137","13","2535","51.087825282095736","10053.153622440248"
"5","Paul van Dyk","Germany","Electronic","Big Indie Labels, Universal Music Group, Warner Music Group","3872","7948","877","513745","1685128","626816209","-11247","1779366","18176540","5362","0","1700000","1351541","811114501","5294","4375229","4972","104","111580","753","0","528","643890","4403","-685","3483721","139","451676","98","174057","17778","1907","2157","2715","67","731","1554","771","108","3651","399.3417227565693","8908.4018690497"
"6","Dash Berlin","Netherlands","Electronic","Big Indie Labels, Universal Music Group","3894","3332","622","599754","3101594","1083452378","-57883","5583335","34732190","12051","0","875000","282009","167029514","1963","1546722","10714","20","11224","24","0","-81","462018","15","-1231","3155228","56","443108","27","429758","20828","551","4305","1352","52","303","4443","835","98","6687","124.61861219597895","7276.07709185364"
"7","ATB","Germany","Electronic","Big Indie Labels, Universal Music Group","4048","2172","1120","477953","3965251","1669968951","106943","5698271","77043432","5483","1000","485000","930358","908940006","5326","5201904","18785","148","36704","166","0","93","182834","434","-294","1412332","127","316331","71","42145","16054","169","958","6134","84","1469","2475","659","26","1444","102.8447412708808","6759.455450882864"
"8","Hypaton","Italy","Electronic","Warner Music Group, Big Indie Labels, Sony Music Entertainment, Universal Music Group, BMG","5158","2213","279","114079","4246803","566274868","-301771","6681476","104764546","53408","0","14000","0","1778560","0","14934","11468","-78","264443","752","0","0","294192","0","27","6976","185","11431","9","13680","10170","4022","7842","1479","52","223","273","32","18","1875","228.17582031464175","11676.595066944867"
"9","Above & Beyond","United Kingdom","Electronic","Big Indie Labels, Universal Music Group, Warner Music Group","5509","7170","917","874495","2921278","1466430533","-7780","2067399","31670230","8224","0","1320000","407285","493572081","3741","4949635","7407","650","316640","2830","0","525","671172","2677","-691","2354315","118","303547","237","537599","68076","118","2884","1894","51","335","915","991","223","12812","593.1579039351279","31457.10746675642"
"10","Marlon Hoffstadt a.k.a DJ Daddy Trance","Germany","Electronic","Big Indie Labels, Sony Music Entertainment, Universal Music Group, Warner Music Group","5797","3348","1017","207326","5154597","428643097","107943","6213820","86936888","26694","100","37100","86826","18828949","742","185300","4537","1356","198528","64702","0","5457","398164","43671","N/A","N/A","40","11920","744","226156","199578","137","8187","398","38","159","99","237","47","4974","321.7666595087303","40115.275075337566"
