"Track title","Track release date","Track label","Track genre","Track subgenre 1","Track subgenre 2","Track artists","Viberate rank 1w","Viberate rank 1m","Viberate rank 3m","Viberate rank 12m","Viberate rank Alltime","Viberate score 1w","Viberate score 1m","Viberate score 3m","Viberate score 12m","Viberate score Alltime","Spotify streams 1w","Spotify streams 1m","Spotify streams 3m","Spotify streams 12m","Spotify streams Alltime","Youtube views 1w","Youtube views 1m","Youtube views 3m","Youtube views 12m","Youtube views Alltime","Airplay spins 1w","Airplay spins 1m","Airplay spins 3m","Airplay spins 12m","Airplay spins Alltime","Soundcloud plays 1w","Soundcloud plays 1m","Soundcloud plays 3m","Soundcloud plays 12m","Soundcloud plays Alltime","Shazam shazams 1w","Shazam shazams 1m","Shazam shazams 3m","Shazam shazams 12m","Shazam shazams Alltime"
"Nothing Else Matters (Remastered)","1991-08-12","N/A","Metal","N/A","N/A","Metallica","N/A","N/A","N/A","N/A","504","N/A","N/A","N/A","N/A","330016539.70500004","N/A","N/A","N/A","248940606","1612527123","N/A","N/A","N/A","162006542","1819753139","N/A","N/A","N/A","8617","N/A","N/A","N/A","N/A","194825","420304","N/A","N/A","N/A","N/A","N/A"
"Enter Sandman (Remastered)","1991-08-12","N/A","Metal","N/A","N/A","Metallica","N/A","N/A","N/A","N/A","604","N/A","N/A","N/A","N/A","302813387.69","N/A","N/A","N/A","380149138","2054274294","N/A","N/A","N/A","18836152","247882892","N/A","N/A","N/A","2327","N/A","N/A","N/A","N/A","458158","996391","N/A","N/A","N/A","N/A","N/A"
"Master Of Puppets","1986-03-03","N/A","Metal","N/A","N/A","Metallica","N/A","N/A","N/A","N/A","1358","N/A","N/A","N/A","N/A","200521992.135","N/A","N/A","N/A","208627366","1221791575","N/A","N/A","N/A","24237992","414632609","N/A","N/A","N/A","60882","N/A","N/A","N/A","N/A","896175","4841016","N/A","N/A","N/A","N/A","N/A"
"No More Tears","1991-09-17","N/A","Metal","N/A","N/A","Ozzy Osbourne","N/A","N/A","N/A","N/A","1849","N/A","N/A","N/A","N/A","166709208.48999998","N/A","N/A","N/A","143741104","381577599","N/A","N/A","N/A","45682377","170991588","N/A","N/A","N/A","55560","N/A","N/A","N/A","N/A","559984","1325937","N/A","N/A","N/A","0","2504157"
"Dragula","1998-01-01","N/A","Metal","N/A","N/A","Rob Zombie","N/A","N/A","N/A","N/A","2421","N/A","N/A","N/A","N/A","139974073.16","N/A","N/A","N/A","130707899","692044852","N/A","N/A","N/A","30219980","292512151","N/A","N/A","N/A","50071","N/A","N/A","N/A","N/A","376405","1742059","N/A","N/A","N/A","0","2492124"
"One","1988-08-25","N/A","Metal","N/A","N/A","Metallica","N/A","N/A","N/A","N/A","2571","N/A","N/A","N/A","N/A","133861152.53500003","N/A","N/A","N/A","141794694","822840161","N/A","N/A","N/A","30178771","644014421","N/A","N/A","N/A","1338","N/A","N/A","N/A","N/A","131384","813845","N/A","N/A","N/A","N/A","N/A"
"Mama, I'm Coming Home","1991-09-17","N/A","Metal","N/A","N/A","Ozzy Osbourne","N/A","N/A","N/A","N/A","2673","N/A","N/A","N/A","N/A","130888274.025","N/A","N/A","N/A","92247798","319550196","N/A","N/A","N/A","36870111","148379569","N/A","N/A","N/A","92160","N/A","N/A","N/A","N/A","206935","532628","N/A","N/A","N/A","0","1544318"
"Enter Sandman","1991-01-01","N/A","Metal","N/A","N/A","Metallica","N/A","N/A","N/A","N/A","2748","N/A","N/A","N/A","N/A","127948691.87","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","79327155","852544355","N/A","N/A","N/A","200151","N/A","N/A","N/A","N/A","37924","958699","N/A","N/A","N/A","N/A","N/A"
"Crazy Train","2020-09-18","N/A","Metal","N/A","N/A","Ozzy Osbourne","N/A","N/A","N/A","N/A","2794","N/A","N/A","N/A","N/A","126456144.82000001","N/A","N/A","N/A","51646858","953988793","N/A","N/A","N/A","44333408","171345293","N/A","N/A","N/A","129126","N/A","N/A","N/A","N/A","55289","306447","N/A","N/A","N/A","0","3834492"
"Hail to the King","2013-07-16","N/A","Metal","N/A","N/A","Avenged Sevenfold","N/A","N/A","N/A","N/A","2883","N/A","N/A","N/A","N/A","123596174.17500001","N/A","N/A","N/A","110064318","787097777","N/A","N/A","N/A","33465525","441773271","N/A","N/A","N/A","36076","N/A","N/A","N/A","N/A","567499","4246716","N/A","N/A","N/A","0","2003651"
"For Whom The Bell Tolls - Remastered","1984-07-26","N/A","Metal","N/A","N/A","Metallica","N/A","N/A","N/A","N/A","3809","N/A","N/A","N/A","N/A","102987792.78999999","N/A","N/A","N/A","134653296","728819147","N/A","N/A","N/A","6069","562848","N/A","N/A","N/A","898","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whiskey In The Jar","1998-01-01","N/A","Metal","N/A","N/A","Metallica","N/A","N/A","N/A","N/A","4342","N/A","N/A","N/A","N/A","93676774.325","N/A","N/A","N/A","79362417","597127224","N/A","N/A","N/A","17464191","339765051","N/A","N/A","N/A","60691","N/A","N/A","N/A","N/A","10751","316305","N/A","N/A","N/A","N/A","N/A"
"So Far Away","2010-07-23","N/A","Metal","N/A","N/A","Avenged Sevenfold","N/A","N/A","N/A","N/A","4472","N/A","N/A","N/A","N/A","91636484.06","N/A","N/A","N/A","55674011","301730640","N/A","N/A","N/A","51626539","508630804","N/A","N/A","N/A","8694","N/A","N/A","N/A","N/A","132187","5939600","N/A","N/A","N/A","N/A","N/A"
"Dreamer","2001-10-16","N/A","Metal","N/A","N/A","Ozzy Osbourne","N/A","N/A","N/A","N/A","4598","N/A","N/A","N/A","N/A","89919504.68999998","N/A","N/A","N/A","43863684","164479607","N/A","N/A","N/A","40558515","164018851","N/A","N/A","N/A","63683","N/A","N/A","N/A","N/A","90035","172032","N/A","N/A","N/A","0","1149107"
"The Unforgiven","1991-01-01","N/A","Metal","N/A","N/A","Metallica","N/A","N/A","N/A","N/A","5393","N/A","N/A","N/A","N/A","79744887.605","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","57680656","765615875","N/A","N/A","N/A","102293","N/A","N/A","N/A","N/A","106804","703434","N/A","N/A","N/A","N/A","N/A"
"Ace of Spades","1980-11-08","N/A","Metal","N/A","N/A","Motörhead","N/A","N/A","N/A","N/A","5432","N/A","N/A","N/A","N/A","79283120.045","N/A","N/A","N/A","1150","431747","N/A","N/A","N/A","18660896","79091402","N/A","N/A","N/A","70921","N/A","N/A","N/A","N/A","173223","533373","N/A","N/A","N/A","N/A","N/A"
"Fuel","1997-01-01","N/A","Metal","N/A","N/A","Metallica","N/A","N/A","N/A","N/A","5512","N/A","N/A","N/A","N/A","78308711.47","N/A","N/A","N/A","79501781","399842111","N/A","N/A","N/A","6034684","70781408","N/A","N/A","N/A","42507","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Nothing Else Matters","1991-01-01","N/A","Metal","N/A","N/A","Metallica","N/A","N/A","N/A","N/A","5608","N/A","N/A","N/A","N/A","77334296.455","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8170259","182521169","N/A","N/A","N/A","234240","N/A","N/A","N/A","N/A","650839","6386692","N/A","N/A","N/A","N/A","N/A"
"Nightmare","2010-07-23","N/A","Metal","N/A","N/A","Avenged Sevenfold","N/A","N/A","N/A","N/A","5799","N/A","N/A","N/A","N/A","75449954.07999998","N/A","N/A","N/A","75027639","491093188","N/A","N/A","N/A","15400738","296305150","N/A","N/A","N/A","16268","N/A","N/A","N/A","N/A","504442","1524924","N/A","N/A","N/A","N/A","N/A"
"A Little Piece of Heaven","2007-10-26","N/A","Metal","N/A","N/A","Avenged Sevenfold","N/A","N/A","N/A","N/A","6057","N/A","N/A","N/A","N/A","73103471.37499997","N/A","N/A","N/A","64076842","360132910","N/A","N/A","N/A","27988899","241936811","N/A","N/A","N/A","3186","N/A","N/A","N/A","N/A","179142","1227381","N/A","N/A","N/A","0","624745"
"The Unforgiven (Remastered)","1991-08-12","N/A","Metal","N/A","N/A","Metallica","N/A","N/A","N/A","N/A","6286","N/A","N/A","N/A","N/A","71173809.02000001","N/A","N/A","N/A","94157790","708263355","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","232","N/A","N/A","N/A","N/A","58834","150124","N/A","N/A","N/A","N/A","N/A"
"Sad But True (Remastered)","1991-08-12","N/A","Metal","N/A","N/A","Metallica","N/A","N/A","N/A","N/A","6615","N/A","N/A","N/A","N/A","68367022.1","N/A","N/A","N/A","90039706","512219437","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81","N/A","N/A","N/A","N/A","86246","183940","N/A","N/A","N/A","N/A","N/A"
